"period","location","stateDescription","sectorid","sectorDescription","fueltypeid","fuelTypeDescription","ash.content.units","consumption.for.eg.btu","consumption.for.eg.btu.units","consumption.uto.btu","consumption.uto.btu.units","generation","generation.units","total.consumption.btu","total.consumption.btu.units","consumption_gwh","ratio"
2002-05-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",34.06436,"million MMBtu",0.02087,"million MMBtu",1972.97768,"thousand megawatthours",34.08523,"million MMBtu",9963.52820812628,5.0499953999106
2002-05-01,"CA","California",98,"Electric Power","WND","wind","percent",4.8655,"million MMBtu",0,"million MMBtu",478.276,"thousand megawatthours",4.8655,"million MMBtu",1422.24495761473,2.97369083461167
2002-05-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.58585,"million MMBtu",0,"million MMBtu",57.589,"thousand megawatthours",0.58585,"million MMBtu",171.25109617071,2.973677198262
2002-05-01,"CA","California",98,"Electric Power","NG","natural gas","percent",40.512,"million MMBtu",5.186,"million MMBtu",4411.379,"thousand megawatthours",45.699,"million MMBtu",13358.3747442268,3.02816301755683
2002-04-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",32.12658,"million MMBtu",0.01462,"million MMBtu",1791.57532,"thousand megawatthours",32.14319,"million MMBtu",9395.84624378836,5.24446063690382
2002-04-01,"CA","California",98,"Electric Power","WND","wind","percent",4.1658,"million MMBtu",0,"million MMBtu",409.496,"thousand megawatthours",4.1658,"million MMBtu",1217.71411867875,2.97368989850633
2002-04-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.46603,"million MMBtu",0,"million MMBtu",45.81,"thousand megawatthours",0.46603,"million MMBtu",136.22624963461,2.97372297827133
2002-04-01,"CA","California",98,"Electric Power","NG","natural gas","percent",40.13,"million MMBtu",4.861,"million MMBtu",4447.718,"thousand megawatthours",44.992,"million MMBtu",13151.7100263081,2.95695680938137
2002-03-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",33.47051,"million MMBtu",0.02223,"million MMBtu",1810.57284,"thousand megawatthours",33.49273,"million MMBtu",9790.33323589594,5.40731254750068
2002-03-01,"CA","California",98,"Electric Power","WND","wind","percent",2.71606,"million MMBtu",0,"million MMBtu",266.987,"thousand megawatthours",2.71606,"million MMBtu",793.937445191464,2.97369327042689
2002-03-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.4512,"million MMBtu",0,"million MMBtu",44.353,"thousand megawatthours",0.4512,"million MMBtu",131.891259865536,2.97367167644886
2002-03-01,"CA","California",98,"Electric Power","NG","natural gas","percent",59.31,"million MMBtu",4.869,"million MMBtu",6420.105,"thousand megawatthours",64.179,"million MMBtu",18760.304004677,2.92211794116716
2002-02-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",28.468,"million MMBtu",0.0161,"million MMBtu",1518.7638,"thousand megawatthours",28.4841,"million MMBtu",8326.24963460976,5.48225447209748
2002-02-01,"CA","California",98,"Electric Power","WND","wind","percent",1.56105,"million MMBtu",0,"million MMBtu",153.45,"thousand megawatthours",1.56105,"million MMBtu",456.313943291435,2.97369790349583
2002-02-01,"CA","California",98,"Electric Power","NG","natural gas","percent",42.484,"million MMBtu",4.611,"million MMBtu",4720.26,"thousand megawatthours",47.095,"million MMBtu",13766.4425606548,2.91645853420252
2002-02-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.23928,"million MMBtu",0,"million MMBtu",23.521,"thousand megawatthours",0.23928,"million MMBtu",69.9444606840105,2.97370267777775
2002-01-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",32.02943,"million MMBtu",0.01703,"million MMBtu",1690.41352,"thousand megawatthours",32.04646,"million MMBtu",9367.57088570593,5.54158540195889
2002-01-01,"CA","California",98,"Electric Power","WND","wind","percent",1.33722,"million MMBtu",0,"million MMBtu",131.448,"thousand megawatthours",1.33722,"million MMBtu",390.885705933937,2.97369078216433
2002-01-01,"CA","California",98,"Electric Power","NG","natural gas","percent",49.406,"million MMBtu",5.01,"million MMBtu",5415.423,"thousand megawatthours",54.416,"million MMBtu",15906.4600993861,2.93725164209447
2002-01-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.11478,"million MMBtu",0,"million MMBtu",11.283,"thousand megawatthours",0.11478,"million MMBtu",33.5515931014323,2.97364115053021
2001-12-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",29.40766,"million MMBtu",0.00297,"million MMBtu",1575.62957,"thousand megawatthours",29.41164,"million MMBtu",8597.38088278281,5.45647342908322
2001-12-01,"CA","California",98,"Electric Power","WND","wind","percent",1.77242,"million MMBtu",0,"million MMBtu",171.53,"thousand megawatthours",1.77242,"million MMBtu",518.099970768781,3.02046272237382
2001-12-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.04131,"million MMBtu",0,"million MMBtu",3.998,"thousand megawatthours",0.04131,"million MMBtu",12.0754165448699,3.02036431837667
2001-12-01,"CA","California",98,"Electric Power","NG","natural gas","percent",58.813,"million MMBtu",4.735,"million MMBtu",6140.222,"thousand megawatthours",63.55,"million MMBtu",18576.4396375329,3.02536938200816
2001-11-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.14726,"million MMBtu",0,"million MMBtu",14.251,"thousand megawatthours",0.14726,"million MMBtu",43.0458930137387,3.02055245342353
2001-11-01,"CA","California",98,"Electric Power","NG","natural gas","percent",56.41,"million MMBtu",4.671,"million MMBtu",5836.653,"thousand megawatthours",61.079,"million MMBtu",17854.1362174803,3.05896825072182
2001-11-01,"CA","California",98,"Electric Power","WND","wind","percent",1.48032,"million MMBtu",0,"million MMBtu",143.261,"thousand megawatthours",1.48032,"million MMBtu",432.715580239696,3.02047019244383
2001-11-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",27.98443,"million MMBtu",0.00297,"million MMBtu",1499.57618,"thousand megawatthours",27.9864,"million MMBtu",8180.76585793628,5.45538530622451
2001-10-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.2145,"million MMBtu",0,"million MMBtu",20.759,"thousand megawatthours",0.2145,"million MMBtu",62.7009646302251,3.02042317212896
2001-10-01,"CA","California",98,"Electric Power","NG","natural gas","percent",72.574,"million MMBtu",5.025,"million MMBtu",7626.844,"thousand megawatthours",77.605,"million MMBtu",22684.8874598071,2.97434790324898
2001-10-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",29.39597,"million MMBtu",0.013,"million MMBtu",1634.77035,"thousand megawatthours",29.40897,"million MMBtu",8596.60040923706,5.25859819346311
2001-10-01,"CA","California",98,"Electric Power","WND","wind","percent",2.61745,"million MMBtu",0,"million MMBtu",253.31,"thousand megawatthours",2.61745,"million MMBtu",765.112540192926,3.02045927990575
2001-09-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",30.20474,"million MMBtu",0.01092,"million MMBtu",1712.97761,"thousand megawatthours",30.21666,"million MMBtu",8832.69804150833,5.15634179334564
2001-09-01,"CA","California",98,"Electric Power","NG","natural gas","percent",80.887,"million MMBtu",4.887,"million MMBtu",8129.657,"thousand megawatthours",85.779,"million MMBtu",25074.2472961122,3.0842933836092
2001-09-01,"CA","California",98,"Electric Power","WND","wind","percent",3.02834,"million MMBtu",0,"million MMBtu",293.075,"thousand megawatthours",3.02834,"million MMBtu",885.220695703011,3.02045788860534
2001-09-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.66886,"million MMBtu",0,"million MMBtu",64.73,"thousand megawatthours",0.66886,"million MMBtu",195.515931014323,3.02048402617524
2001-08-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.88066,"million MMBtu",0,"million MMBtu",85.228,"thousand megawatthours",0.88066,"million MMBtu",257.427652733119,3.02045868415449
2001-08-01,"CA","California",98,"Electric Power","WND","wind","percent",4.2209,"million MMBtu",0,"million MMBtu",408.487,"thousand megawatthours",4.2209,"million MMBtu",1233.8205203157,3.0204645932813
2001-08-01,"CA","California",98,"Electric Power","NG","natural gas","percent",97.226,"million MMBtu",5.335,"million MMBtu",10156.223,"thousand megawatthours",102.56,"million MMBtu",29979.5381467407,2.95183929564571
2001-08-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",32.33455,"million MMBtu",0.01198,"million MMBtu",1895.77979,"thousand megawatthours",32.34652,"million MMBtu",9455.28208126279,4.98754239872068
2001-07-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",32.85589,"million MMBtu",0.01997,"million MMBtu",1927.60458,"thousand megawatthours",32.87687,"million MMBtu",9610.30985092078,4.9856230632741
2001-07-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.94982,"million MMBtu",0,"million MMBtu",91.921,"thousand megawatthours",0.94982,"million MMBtu",277.643963753289,3.02046282953067
2001-07-01,"CA","California",98,"Electric Power","NG","natural gas","percent",90.313,"million MMBtu",4.914,"million MMBtu",9489.32,"thousand megawatthours",95.225,"million MMBtu",27835.4282373575,2.93334277243865
2001-07-01,"CA","California",98,"Electric Power","WND","wind","percent",4.55055,"million MMBtu",0,"million MMBtu",440.39,"thousand megawatthours",4.55055,"million MMBtu",1330.18123355744,3.02046193954776
2001-06-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",31.29707,"million MMBtu",0.01898,"million MMBtu",1854.50542,"thousand megawatthours",31.31805,"million MMBtu",9154.64776381175,4.93643624067259
2001-06-01,"CA","California",98,"Electric Power","WND","wind","percent",4.53002,"million MMBtu",0,"million MMBtu",438.403,"thousand megawatthours",4.53002,"million MMBtu",1324.18006430868,3.02046305410474
2001-06-01,"CA","California",98,"Electric Power","SUN","solar","percent",0.94119,"million MMBtu",0,"million MMBtu",91.086,"thousand megawatthours",0.94119,"million MMBtu",275.121309558609,3.0204565966077
2001-06-01,"CA","California",98,"Electric Power","NG","natural gas","percent",81.813,"million MMBtu",4.76,"million MMBtu",8158.848,"thousand megawatthours",86.577,"million MMBtu",25307.512423268,3.10184874424282
2001-05-01,"CA","California",98,"Electric Power","AOR","all renewables","percent",29.15297,"million MMBtu",0.01698,"million MMBtu",1696.99694,"thousand megawatthours",29.17095,"million MMBtu",8527.02426191172,5.02477291556679
